Query,Time,Value,Unit
"text=""actress"" AND channel=""CNN""",8/1/2021,14.686,seconds
"text=""actress"" AND channel=""CNN""",9/1/2021,24.842,seconds
"text=""actress"" AND channel=""FOX""",1/1/2010,28,seconds
"text=""actress"" AND channel=""FOX""",2/1/2010,45,seconds
"text=""actress"" AND channel=""FOX""",3/1/2010,92.158,seconds
"text=""actress"" AND channel=""FOX""",4/1/2010,66,seconds
"text=""actress"" AND channel=""FOX""",5/1/2010,18,seconds
"text=""actress"" AND channel=""FOX""",6/1/2010,14,seconds
"text=""actress"" AND channel=""FOX""",7/1/2010,114.971,seconds
"text=""actress"" AND channel=""FOX""",8/1/2010,65,seconds
"text=""actress"" AND channel=""FOX""",9/1/2010,64.589,seconds
"text=""actress"" AND channel=""FOX""",10/1/2010,49,seconds
"text=""actress"" AND channel=""FOX""",11/1/2010,43,seconds
"text=""actress"" AND channel=""FOX""",12/1/2010,49,seconds
"text=""actress"" AND channel=""FOX""",1/1/2011,47,seconds
"text=""actress"" AND channel=""FOX""",2/1/2011,91,seconds
"text=""actress"" AND channel=""FOX""",3/1/2011,57,seconds
"text=""actress"" AND channel=""FOX""",4/1/2011,53,seconds
"text=""actress"" AND channel=""FOX""",5/1/2011,36,seconds
"text=""actress"" AND channel=""FOX""",6/1/2011,50,seconds
"text=""actress"" AND channel=""FOX""",7/1/2011,67,seconds
"text=""actress"" AND channel=""FOX""",8/1/2011,34,seconds
"text=""actress"" AND channel=""FOX""",9/1/2011,43,seconds
"text=""actress"" AND channel=""FOX""",10/1/2011,7,seconds
"text=""actress"" AND channel=""FOX""",11/1/2011,98.993,seconds
"text=""actress"" AND channel=""FOX""",12/1/2011,30.338,seconds
"text=""actress"" AND channel=""FOX""",1/1/2012,72.87,seconds
"text=""actress"" AND channel=""FOX""",2/1/2012,74,seconds
"text=""actress"" AND channel=""FOX""",3/1/2012,47,seconds
"text=""actress"" AND channel=""FOX""",4/1/2012,82,seconds
"text=""actress"" AND channel=""FOX""",5/1/2012,67,seconds
"text=""actress"" AND channel=""FOX""",6/1/2012,48,seconds
"text=""actress"" AND channel=""FOX""",7/1/2012,42,seconds
"text=""actress"" AND channel=""FOX""",8/1/2012,23,seconds
"text=""actress"" AND channel=""FOX""",9/1/2012,49.996,seconds
"text=""actress"" AND channel=""FOX""",10/1/2012,76.79,seconds
"text=""actress"" AND channel=""FOX""",11/1/2012,110.661,seconds
"text=""actress"" AND channel=""FOX""",12/1/2012,41.513,seconds
"text=""actress"" AND channel=""FOX""",1/1/2013,47.705,seconds
"text=""actress"" AND channel=""FOX""",2/1/2013,80,seconds
"text=""actress"" AND channel=""FOX""",3/1/2013,74.789,seconds
"text=""actress"" AND channel=""FOX""",4/1/2013,79.424,seconds
"text=""actress"" AND channel=""FOX""",5/1/2013,64,seconds
"text=""actress"" AND channel=""FOX""",6/1/2013,63.666,seconds
"text=""actress"" AND channel=""FOX""",7/1/2013,52,seconds
"text=""actress"" AND channel=""FOX""",8/1/2013,66.27,seconds
"text=""actress"" AND channel=""FOX""",9/1/2013,36,seconds
"text=""actress"" AND channel=""FOX""",10/1/2013,27,seconds
"text=""actress"" AND channel=""FOX""",11/1/2013,34,seconds
"text=""actress"" AND channel=""FOX""",12/1/2013,48.808,seconds
"text=""actress"" AND channel=""FOX""",1/1/2014,87.599,seconds
"text=""actress"" AND channel=""FOX""",2/1/2014,93.755,seconds
"text=""actress"" AND channel=""FOX""",3/1/2014,63,seconds
"text=""actress"" AND channel=""FOX""",4/1/2014,68.602,seconds
"text=""actress"" AND channel=""FOX""",5/1/2014,59.922,seconds
"text=""actress"" AND channel=""FOX""",6/1/2014,64.875,seconds
"text=""actress"" AND channel=""FOX""",7/1/2014,9.982,seconds
"text=""actress"" AND channel=""FOX""",8/1/2014,69,seconds
"text=""actress"" AND channel=""FOX""",9/1/2014,48.798,seconds
"text=""actress"" AND channel=""FOX""",10/1/2014,88.066,seconds
"text=""actress"" AND channel=""FOX""",11/1/2014,56,seconds
"text=""actress"" AND channel=""FOX""",12/1/2014,60,seconds
"text=""actress"" AND channel=""FOX""",1/1/2015,64,seconds
"text=""actress"" AND channel=""FOX""",2/1/2015,72.036,seconds
"text=""actress"" AND channel=""FOX""",3/1/2015,29,seconds
"text=""actress"" AND channel=""FOX""",4/1/2015,79,seconds
"text=""actress"" AND channel=""FOX""",5/1/2015,21,seconds
"text=""actress"" AND channel=""FOX""",6/1/2015,27.806,seconds
"text=""actress"" AND channel=""FOX""",7/1/2015,78.389,seconds
"text=""actress"" AND channel=""FOX""",8/1/2015,37,seconds
"text=""actress"" AND channel=""FOX""",9/1/2015,56,seconds
"text=""actress"" AND channel=""FOX""",10/1/2015,45.694,seconds
"text=""actress"" AND channel=""FOX""",11/1/2015,25.742,seconds
"text=""actress"" AND channel=""FOX""",12/1/2015,37,seconds
"text=""actress"" AND channel=""FOX""",1/1/2016,79.704,seconds
"text=""actress"" AND channel=""FOX""",2/1/2016,63.856,seconds
"text=""actress"" AND channel=""FOX""",3/1/2016,48.765,seconds
"text=""actress"" AND channel=""FOX""",4/1/2016,73,seconds
"text=""actress"" AND channel=""FOX""",5/1/2016,97,seconds
"text=""actress"" AND channel=""FOX""",6/1/2016,32,seconds
"text=""actress"" AND channel=""FOX""",7/1/2016,30,seconds
"text=""actress"" AND channel=""FOX""",8/1/2016,38,seconds
"text=""actress"" AND channel=""FOX""",9/1/2016,16,seconds
"text=""actress"" AND channel=""FOX""",10/1/2016,27,seconds
"text=""actress"" AND channel=""FOX""",11/1/2016,20,seconds
"text=""actress"" AND channel=""FOX""",12/1/2016,159,seconds
"text=""actress"" AND channel=""FOX""",1/1/2017,79.44,seconds
"text=""actress"" AND channel=""FOX""",2/1/2017,62.491,seconds
"text=""actress"" AND channel=""FOX""",3/1/2017,26.592,seconds
"text=""actress"" AND channel=""FOX""",4/1/2017,29,seconds
"text=""actress"" AND channel=""FOX""",5/1/2017,9,seconds
"text=""actress"" AND channel=""FOX""",6/1/2017,21,seconds
"text=""actress"" AND channel=""FOX""",7/1/2017,22,seconds
"text=""actress"" AND channel=""FOX""",8/1/2017,25,seconds
"text=""actress"" AND channel=""FOX""",9/1/2017,25,seconds
"text=""actress"" AND channel=""FOX""",10/1/2017,112,seconds
"text=""actress"" AND channel=""FOX""",11/1/2017,77,seconds
"text=""actress"" AND channel=""FOX""",12/1/2017,67,seconds
"text=""actress"" AND channel=""FOX""",1/1/2018,43.923,seconds
"text=""actress"" AND channel=""FOX""",2/1/2018,43,seconds
"text=""actress"" AND channel=""FOX""",3/1/2018,73,seconds
"text=""actress"" AND channel=""FOX""",4/1/2018,36,seconds
"text=""actress"" AND channel=""FOX""",5/1/2018,79.245,seconds
"text=""actress"" AND channel=""FOX""",6/1/2018,27,seconds
"text=""actress"" AND channel=""FOX""",7/1/2018,41,seconds
"text=""actress"" AND channel=""FOX""",8/1/2018,47,seconds
"text=""actress"" AND channel=""FOX""",9/1/2018,37,seconds
"text=""actress"" AND channel=""FOX""",10/1/2018,47,seconds
"text=""actress"" AND channel=""FOX""",11/1/2018,36,seconds
"text=""actress"" AND channel=""FOX""",12/1/2018,49,seconds
"text=""actress"" AND channel=""FOX""",1/1/2019,59,seconds
"text=""actress"" AND channel=""FOX""",2/1/2019,39,seconds
"text=""actress"" AND channel=""FOX""",3/1/2019,110.702,seconds
"text=""actress"" AND channel=""FOX""",4/1/2019,117,seconds
"text=""actress"" AND channel=""FOX""",5/1/2019,78,seconds
"text=""actress"" AND channel=""FOX""",6/1/2019,52,seconds
"text=""actress"" AND channel=""FOX""",7/1/2019,40,seconds
"text=""actress"" AND channel=""FOX""",8/1/2019,59,seconds
"text=""actress"" AND channel=""FOX""",9/1/2019,131,seconds
"text=""actress"" AND channel=""FOX""",10/1/2019,75.786,seconds
"text=""actress"" AND channel=""FOX""",11/1/2019,31,seconds
"text=""actress"" AND channel=""FOX""",12/1/2019,49,seconds
"text=""actress"" AND channel=""FOX""",1/1/2020,52.533,seconds
"text=""actress"" AND channel=""FOX""",2/1/2020,44.007,seconds
"text=""actress"" AND channel=""FOX""",3/1/2020,27,seconds
"text=""actress"" AND channel=""FOX""",4/1/2020,14,seconds
"text=""actress"" AND channel=""FOX""",5/1/2020,23,seconds
"text=""actress"" AND channel=""FOX""",6/1/2020,13,seconds
"text=""actress"" AND channel=""FOX""",7/1/2020,53.568,seconds
"text=""actress"" AND channel=""FOX""",8/1/2020,33,seconds
"text=""actress"" AND channel=""FOX""",9/1/2020,13,seconds
"text=""actress"" AND channel=""FOX""",10/1/2020,21,seconds
"text=""actress"" AND channel=""FOX""",11/1/2020,21,seconds
"text=""actress"" AND channel=""FOX""",12/1/2020,24.646,seconds
"text=""actress"" AND channel=""FOX""",1/1/2021,29,seconds
"text=""actress"" AND channel=""FOX""",2/1/2021,38,seconds
"text=""actress"" AND channel=""FOX""",3/1/2021,12.615,seconds
"text=""actress"" AND channel=""FOX""",4/1/2021,19,seconds
"text=""actress"" AND channel=""FOX""",5/1/2021,26.683,seconds
"text=""actress"" AND channel=""FOX""",6/1/2021,48.802,seconds
"text=""actress"" AND channel=""FOX""",7/1/2021,26,seconds
"text=""actress"" AND channel=""FOX""",8/1/2021,19,seconds
"text=""actress"" AND channel=""FOX""",9/1/2021,29,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2010,2,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2010,2,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2011,2,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2011,4,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2011,1,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2011,4,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2011,1,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2011,8,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2011,7.341,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2012,7,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2012,8.83,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2012,6,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2012,3,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2012,12,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2012,9,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2012,1,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2012,3,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2013,2,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2013,5,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2013,9,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2013,1,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2013,3,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2013,2,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2013,8.48,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2013,2,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2013,5.258,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2013,15.075,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2013,75.484,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2014,4,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2014,2,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2014,2,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2014,2,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2014,1,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2014,7,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2015,13,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2015,2,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2015,1,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2015,1,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2015,1,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2015,1,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2016,6,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2016,2.915,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2016,2,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2016,4,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2016,3,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2016,1,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2016,5,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2016,1,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2016,3,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2016,1,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2017,2,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2017,6,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2017,3,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2017,1,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2017,1,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2017,2,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2018,2,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2018,2,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2018,1,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2018,2,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2018,1,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2018,4,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2018,2,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2019,1,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2019,6,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2019,2,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2019,1,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2019,2,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2019,14,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2019,2,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2019,1,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2019,6,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2020,2,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2020,3,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2020,1,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2020,1,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2020,1,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2021,2,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2021,3,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2021,2,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2021,3,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2021,2,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2021,1,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2021,2,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2010,0,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2010,0,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2010,0,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2011,0,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2011,0,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2011,0,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2011,0,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2011,0,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2012,0,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2012,0,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2012,0,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2012,0,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2013,0,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2014,0,seconds
"text=""anchorman"" AND channel=""CNN""",5/1/2014,0,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2014,0,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2014,0,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2014,0,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2015,0,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2015,0,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2015,0,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2015,0,seconds
"text=""anchorman"" AND channel=""CNN""",11/1/2015,0,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2015,0,seconds
"text=""anchorman"" AND channel=""CNN""",7/1/2016,0,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2016,0,seconds
"text=""anchorman"" AND channel=""CNN""",1/1/2017,0,seconds
"text=""anchorman"" AND channel=""CNN""",2/1/2017,0,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2017,0,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2017,0,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2017,0,seconds
"text=""anchorman"" AND channel=""CNN""",12/1/2017,0,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2018,0,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2018,0,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2018,0,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2018,0,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2018,0,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2019,0,seconds
"text=""anchorman"" AND channel=""CNN""",9/1/2019,0,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2019,0,seconds
"text=""anchorman"" AND channel=""CNN""",3/1/2020,0,seconds
"text=""anchorman"" AND channel=""CNN""",8/1/2020,0,seconds
"text=""anchorman"" AND channel=""CNN""",10/1/2020,0,seconds
"text=""anchorman"" AND channel=""CNN""",4/1/2021,0,seconds
"text=""anchorman"" AND channel=""CNN""",6/1/2021,0,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2010,1,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2010,1,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2010,3,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2010,2,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2010,4,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2010,14,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2011,5,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2011,4,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2011,8,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2011,3,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2011,2,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2011,6,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2012,2,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2012,14,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2012,8,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2012,1,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2012,1,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2012,1,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2012,1,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2012,5,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2012,1,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2013,6,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2013,1,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2013,7,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2013,2,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2013,6,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2013,1,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2013,3,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2013,5,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2013,51.398,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2014,6,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2014,2,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2014,12,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2014,2,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2014,2,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2014,2,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2014,1,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2014,1,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2014,3,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2014,2,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2015,16.889,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2015,3,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2015,3,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2015,3,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2015,11,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2015,9,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2015,3,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2015,4,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2015,1,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2016,2,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2016,2,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2016,2,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2016,1,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2016,2,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2016,2,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2016,1,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2016,1,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2016,1,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2016,1,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2016,1,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2017,8,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2017,3,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2017,2,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2017,2,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2017,6,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2017,3,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2017,2,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2018,1,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2018,1,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2018,1,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2018,2,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2018,2,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2018,3,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2018,1,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2018,2,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2019,1,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2019,3,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2019,3,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2019,1,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2019,1,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2019,3,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2019,6,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2020,1,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2020,6,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2020,2,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2020,3,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2020,3,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2020,3,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2021,11,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2021,4,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2021,2,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2021,1,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2010,0,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2010,0,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2010,0,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2010,0,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2010,0,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2011,0,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2011,0,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2011,0,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2011,0,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2011,0,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2012,0,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2012,0,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2012,0,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2013,0,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2013,0,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2013,0,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2014,0,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2014,0,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2015,0,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2015,0,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2015,0,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2016,0,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2017,0,seconds
"text=""anchorman"" AND channel=""FOX""",5/1/2017,0,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2017,0,seconds
"text=""anchorman"" AND channel=""FOX""",12/1/2017,0,seconds
"text=""anchorman"" AND channel=""FOX""",2/1/2018,0,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2018,0,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2018,0,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2018,0,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2019,0,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2019,0,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2019,0,seconds
"text=""anchorman"" AND channel=""FOX""",10/1/2019,0,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2020,0,seconds
"text=""anchorman"" AND channel=""FOX""",6/1/2020,0,seconds
"text=""anchorman"" AND channel=""FOX""",8/1/2020,0,seconds
"text=""anchorman"" AND channel=""FOX""",11/1/2020,0,seconds
"text=""anchorman"" AND channel=""FOX""",1/1/2021,0,seconds
"text=""anchorman"" AND channel=""FOX""",3/1/2021,0,seconds
"text=""anchorman"" AND channel=""FOX""",4/1/2021,0,seconds
"text=""anchorman"" AND channel=""FOX""",7/1/2021,0,seconds
"text=""anchorman"" AND channel=""FOX""",9/1/2021,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",1/1/2010,2,seconds
"text=""anchorwoman"" AND channel=""CNN""",9/1/2010,4,seconds
"text=""anchorwoman"" AND channel=""CNN""",2/1/2011,3,seconds
"text=""anchorwoman"" AND channel=""CNN""",3/1/2011,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",5/1/2011,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",6/1/2011,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",8/1/2011,3,seconds
"text=""anchorwoman"" AND channel=""CNN""",3/1/2012,1,seconds
