Query,Time,Value,Unit
"text=""anchorwoman"" AND channel=""CNN""",5/1/2012,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",7/1/2012,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",9/1/2012,2,seconds
"text=""anchorwoman"" AND channel=""CNN""",3/1/2013,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",2/1/2015,3,seconds
"text=""anchorwoman"" AND channel=""CNN""",12/1/2015,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",7/1/2016,1,seconds
"text=""anchorwoman"" AND channel=""CNN""",2/1/2010,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",8/1/2010,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",10/1/2010,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",1/1/2011,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",4/1/2011,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",7/1/2011,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",9/1/2011,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",2/1/2012,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",4/1/2012,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",6/1/2012,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",8/1/2012,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",10/1/2012,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",2/1/2013,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",4/1/2013,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",1/1/2015,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",3/1/2015,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",11/1/2015,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",1/1/2016,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",6/1/2016,0,seconds
"text=""anchorwoman"" AND channel=""CNN""",8/1/2016,0,seconds
"text=""anchorwoman"" AND channel=""FOX""",11/1/2017,1,seconds
"text=""anchorwoman"" AND channel=""FOX""",8/1/2021,2,seconds
"text=""anchorwoman"" AND channel=""FOX""",10/1/2017,0,seconds
"text=""anchorwoman"" AND channel=""FOX""",12/1/2017,0,seconds
"text=""anchorwoman"" AND channel=""FOX""",7/1/2021,0,seconds
"text=""anchorwoman"" AND channel=""FOX""",9/1/2021,0,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2010,62,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2010,35.295,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2010,52,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2010,22,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2010,25,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2010,25,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2010,36,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2010,75.965,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2010,55,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2010,48,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2010,53.719,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2010,63.594,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2011,69.135,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2011,79.316,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2011,81.59,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2011,57,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2011,53,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2011,95.929,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2011,55.652,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2011,62,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2011,46,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2011,52,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2011,65.426,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2011,72.111,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2012,68.104,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2012,41,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2012,52,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2012,40,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2012,23,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2012,71.805,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2012,63,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2012,52,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2012,47,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2012,84,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2012,59,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2012,57,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2013,100,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2013,73.325,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2013,92.449,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2013,80.726,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2013,49,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2013,79,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2013,76,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2013,97,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2013,91,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2013,93.891,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2013,61.018,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2013,191.96,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2014,70,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2014,74.291,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2014,48,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2014,19,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2014,68.722,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2014,105,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2014,81.28,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2014,51,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2014,56,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2014,39,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2014,92.108,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2014,51,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2015,95,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2015,328.373,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2015,27,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2015,73.555,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2015,79.987,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2015,110.446,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2015,35,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2015,640.167,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2015,88,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2015,66,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2015,52,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2015,59,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2016,144.956,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2016,54,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2016,89,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2016,74.197,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2016,51,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2016,56,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2016,94,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2016,90,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2016,111,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2016,87,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2016,69,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2016,58,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2017,41,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2017,19,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2017,34,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2017,59,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2017,27,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2017,80,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2017,43,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2017,31,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2017,75.104,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2017,45,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2017,112,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2017,35,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2018,33,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2018,18,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2018,33,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2018,58,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2018,26,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2018,57.38,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2018,33,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2018,25,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2018,40,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2018,54,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2018,42,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2018,62,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2019,43.087,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2019,45,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2019,38,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2019,20,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2019,42,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2019,49,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2019,60,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2019,46,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2019,42,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2019,47,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2019,24,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2019,41.06,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2020,40,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2020,27,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2020,62.542,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2020,71,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2020,72.464,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2020,42,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2020,30,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2020,48,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2020,43,seconds
"text=""anchor"" AND channel=""CNN""",10/1/2020,43,seconds
"text=""anchor"" AND channel=""CNN""",11/1/2020,37,seconds
"text=""anchor"" AND channel=""CNN""",12/1/2020,29,seconds
"text=""anchor"" AND channel=""CNN""",1/1/2021,67.003,seconds
"text=""anchor"" AND channel=""CNN""",2/1/2021,42,seconds
"text=""anchor"" AND channel=""CNN""",3/1/2021,69,seconds
"text=""anchor"" AND channel=""CNN""",4/1/2021,47,seconds
"text=""anchor"" AND channel=""CNN""",5/1/2021,72,seconds
"text=""anchor"" AND channel=""CNN""",6/1/2021,51.935,seconds
"text=""anchor"" AND channel=""CNN""",7/1/2021,48.61,seconds
"text=""anchor"" AND channel=""CNN""",8/1/2021,45,seconds
"text=""anchor"" AND channel=""CNN""",9/1/2021,57.08,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2010,140,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2010,99,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2010,99.387,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2010,125.97,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2010,62,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2010,71,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2010,136,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2010,236,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2010,128,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2010,150,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2010,117,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2010,87,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2011,178.842,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2011,114,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2011,112.774,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2011,123,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2011,119.551,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2011,121,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2011,107,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2011,116,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2011,85,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2011,24,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2011,108,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2011,112.207,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2012,122,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2012,136.03,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2012,105,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2012,107,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2012,110,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2012,132,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2012,90,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2012,82.194,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2012,92.45,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2012,126,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2012,83,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2012,98.74,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2013,139.471,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2013,92,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2013,125.246,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2013,123,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2013,123,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2013,98.604,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2013,85,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2013,53,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2013,123,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2013,95.284,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2013,64,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2013,144.007,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2014,118.002,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2014,107.704,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2014,118.442,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2014,90,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2014,88,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2014,142.356,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2014,79.663,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2014,54,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2014,116.305,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2014,78.225,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2014,91,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2014,82.115,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2015,82,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2015,371.867,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2015,62,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2015,64,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2015,111,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2015,145.27,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2015,102,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2015,510.392,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2015,157,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2015,81.187,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2015,83,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2015,24,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2016,77.969,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2016,96.584,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2016,73.471,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2016,64.744,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2016,89,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2016,51,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2016,75.665,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2016,77.594,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2016,99.657,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2016,156.901,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2016,98,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2016,71.876,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2017,67.535,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2017,92,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2017,70.75,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2017,66,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2017,126,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2017,87,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2017,71,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2017,66,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2017,96,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2017,68.725,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2017,125,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2017,73,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2018,82.474,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2018,57,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2018,82,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2018,83.57,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2018,75,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2018,99,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2018,51.65,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2018,64.86,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2018,65,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2018,85.516,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2018,96,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2018,85.494,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2019,91.5,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2019,81.395,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2019,96.74,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2019,85.417,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2019,82.656,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2019,80.337,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2019,68.402,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2019,91.263,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2019,65,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2019,107.59,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2019,124.572,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2019,41.686,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2020,89.913,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2020,88.403,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2020,62,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2020,89.371,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2020,109.945,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2020,82.1,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2020,72,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2020,96.97,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2020,110,seconds
"text=""anchor"" AND channel=""FOX""",10/1/2020,134.54,seconds
"text=""anchor"" AND channel=""FOX""",11/1/2020,89.83,seconds
"text=""anchor"" AND channel=""FOX""",12/1/2020,57.58,seconds
"text=""anchor"" AND channel=""FOX""",1/1/2021,107,seconds
"text=""anchor"" AND channel=""FOX""",2/1/2021,63.739,seconds
"text=""anchor"" AND channel=""FOX""",3/1/2021,82,seconds
"text=""anchor"" AND channel=""FOX""",4/1/2021,76,seconds
"text=""anchor"" AND channel=""FOX""",5/1/2021,98.646,seconds
"text=""anchor"" AND channel=""FOX""",6/1/2021,78.335,seconds
"text=""anchor"" AND channel=""FOX""",7/1/2021,59.004,seconds
"text=""anchor"" AND channel=""FOX""",8/1/2021,99.025,seconds
"text=""anchor"" AND channel=""FOX""",9/1/2021,66.58,seconds
