workerid,proliferate.condition,gender,gendered_morph,id,neutral_morh,orthog,response,scale,slide_number_in_experiment,error
100,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,26,
100,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,1,FM,27,
100,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,7,FM,28,
100,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,4,FM,29,
100,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,FM,30,
100,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,FM,31,
100,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,1,FM,32,
100,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,4,FM,33,
100,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,4,FM,34,
100,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,7,FM,35,
100,Comprehensive,female,man_woman,Chair,clipping,chairwoman,1,FM,36,
100,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,1,FM,37,
100,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,FM,38,
100,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,4,FM,39,
100,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,1,FM,40,
100,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,7,FM,41,
100,Comprehensive,female,suffix,Heir,male_adoption,heiress,1,FM,42,
74,Comprehensive,,,example1,,,6,,2,
74,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,MF,4,
74,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,2,MF,5,
74,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,7,MF,6,
74,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,MF,7,
74,Comprehensive,male,suffix,Actor,male_adoption,actor,1,MF,8,
74,Comprehensive,female,suffix,Usher,male_adoption,usherette,7,MF,9,
74,Comprehensive,neutral,suffix,Host,male_adoption,host,4,MF,10,
74,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,7,MF,11,
74,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,12,
74,Comprehensive,male,suffix,Villain,male_adoption,villain,3,MF,13,
74,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,3,MF,14,
74,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,7,MF,15,
74,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,MF,16,
74,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,4,MF,17,
74,Comprehensive,male,man_woman,God,male_adoption,god,1,MF,18,
74,Comprehensive,male,man_woman,Anchor,clipping,anchorman,1,MF,19,
74,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,20,
74,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,3,MF,21,
74,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,22,
74,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,7,MF,23,
74,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,1,MF,24,
74,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,1,MF,25,
74,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,26,
74,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,7,MF,27,
74,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,28,
74,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,1,MF,29,
74,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,30,
74,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,31,
74,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,2,MF,32,
74,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,1,MF,33,
74,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,4,MF,34,
74,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,4,MF,35,
74,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,7,MF,36,
74,Comprehensive,neutral,boy_girl,Paper_carrier,neutral_compound,paper carrier,3,MF,37,
74,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,38,
74,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,4,MF,39,
74,Comprehensive,male,suffix,Hero,male_adoption,hero,3,MF,40,
74,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,7,MF,41,
74,Comprehensive,female,suffix,Hunter,male_adoption,huntress,7,MF,42,
36,Comprehensive,,,example1,,,4,,2,
36,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,5,FM,4,
36,Comprehensive,neutral,man_woman,God,male_adoption,god,4,FM,5,
36,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,7,FM,6,
36,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,6,FM,7,
36,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,FM,8,
36,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,5,FM,9,
36,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,3,FM,10,
36,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,FM,11,
36,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,4,FM,12,
36,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,2,FM,13,
36,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,1,FM,14,
36,Comprehensive,neutral,suffix,Villain,male_adoption,villain,5,FM,15,
36,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,FM,16,
36,Comprehensive,female,man_woman,Chair,clipping,chairwoman,1,FM,17,
36,Comprehensive,female,suffix,Hero,male_adoption,heroine,1,FM,18,
36,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,7,FM,19,
36,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,1,FM,20,
36,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,6,FM,21,
36,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,4,FM,22,
36,Comprehensive,male,suffix,Hunter,male_adoption,hunter,5,FM,23,
36,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,FM,24,
36,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,FM,25,
36,Comprehensive,male,man_woman,Fisher,clipping,fisherman,4,FM,26,
36,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,2,FM,27,
36,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,4,FM,28,
36,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,4,FM,29,
36,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,5,FM,30,
36,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,1,FM,31,
36,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,FM,32,
36,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,4,FM,33,
36,Comprehensive,female,suffix,Host,male_adoption,hostess,2,FM,34,
36,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,1,FM,35,
36,Comprehensive,female,suffix,Actor,male_adoption,actress,1,FM,36,
36,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,1,FM,37,
36,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,38,
36,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,4,FM,39,
36,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,1,FM,40,
36,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,1,FM,41,
36,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,FM,42,
80,Comprehensive,,,example1,,,5,,2,
80,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,2,MF,4,
80,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,2,MF,5,
80,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,6,
80,Comprehensive,female,suffix,Hero,male_adoption,heroine,4,MF,7,
80,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,4,MF,8,
80,Comprehensive,neutral,suffix,Villain,male_adoption,villain,4,MF,9,
80,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,3,MF,10,
80,Comprehensive,female,suffix,Host,male_adoption,hostess,5,MF,11,
80,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,12,
80,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,MF,13,
80,Comprehensive,female,suffix,Usher,male_adoption,usherette,7,MF,14,
80,Comprehensive,neutral,man_woman,God,male_adoption,god,4,MF,15,
80,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,4,MF,16,
80,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,1,MF,17,
80,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,18,
80,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,MF,19,
80,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,4,MF,20,
80,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,MF,21,
80,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,4,MF,22,
80,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,2,MF,23,
80,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,1,MF,24,
80,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,4,MF,25,
80,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,1,MF,26,
80,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,4,MF,27,
80,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,4,MF,28,
80,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,7,MF,29,
80,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,30,
80,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,7,MF,31,
80,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,32,
80,Comprehensive,female,suffix,Actor,male_adoption,actress,7,MF,33,
80,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,1,MF,34,
80,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,35,
80,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,36,
80,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,4,MF,37,
80,Comprehensive,male,suffix,Heir,male_adoption,heir,4,MF,38,
80,Comprehensive,male,man_woman,Anchor,clipping,anchorman,1,MF,39,
80,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,7,MF,40,
80,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,41,
80,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,MF,42,
79,Comprehensive,,,example1,,,5,,2,
79,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,4,MF,4,
79,Comprehensive,male,man_woman,God,male_adoption,god,4,MF,5,
79,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,4,MF,6,
79,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,7,
79,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,MF,8,
79,Comprehensive,male,suffix,Usher,male_adoption,usher,4,MF,9,
79,Comprehensive,female,suffix,Villain,male_adoption,villainess,7,MF,10,
79,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,11,
79,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,12,
79,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,13,
79,Comprehensive,male,suffix,Actor,male_adoption,actor,1,MF,14,
79,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,7,MF,15,
79,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,1,MF,16,
79,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,MF,17,
79,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,7,MF,18,
79,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,MF,19,
79,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,MF,20,
79,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,21,
79,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,1,MF,22,
79,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,1,MF,23,
79,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,24,
79,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,MF,25,
79,Comprehensive,neutral,suffix,Heir,male_adoption,heir,1,MF,26,
79,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,7,MF,27,
79,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,7,MF,28,
79,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,1,MF,29,
79,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,1,MF,30,
79,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,1,MF,31,
79,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,32,
79,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,1,MF,33,
79,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,2,MF,34,
79,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,2,MF,35,
79,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,36,
79,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,37,
79,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,38,
79,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,1,MF,39,
79,Comprehensive,female,suffix,Hero,male_adoption,heroine,7,MF,40,
79,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,7,MF,41,
79,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,MF,42,
113,Comprehensive,,,example1,,,5,,2,
113,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,7,MF,4,
113,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,3,MF,5,
113,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,MF,6,
113,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,1,MF,7,
113,Comprehensive,male,suffix,Heir,male_adoption,heir,4,MF,8,
113,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,7,MF,9,
113,Comprehensive,male,man_woman,Fisher,clipping,fisherman,1,MF,10,
113,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,3,MF,11,
113,Comprehensive,female,suffix,Usher,male_adoption,usherette,7,MF,12,
113,Comprehensive,female,suffix,Villain,male_adoption,villainess,7,MF,13,
113,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,14,
113,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,15,
113,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,16,
113,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,7,MF,17,
113,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,1,MF,18,
113,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,19,
113,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,1,MF,20,
113,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,21,
113,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,3,MF,22,
113,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,23,
113,Comprehensive,neutral,suffix,Actor,male_adoption,actor,1,MF,24,
113,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,3,MF,25,
113,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,1,MF,26,
113,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,3,MF,27,
113,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,6,MF,28,
113,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,2,MF,29,
113,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,MF,30,
113,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,7,MF,31,
113,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,7,MF,32,
113,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,3,MF,33,
113,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,1,MF,34,
113,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,1,MF,35,
113,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,3,MF,36,
113,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,7,MF,37,
113,Comprehensive,female,suffix,Hero,male_adoption,heroine,7,MF,38,
113,Comprehensive,male,suffix,Hunter,male_adoption,hunter,2,MF,39,
113,Comprehensive,male,man_woman,God,male_adoption,god,1,MF,40,
113,Comprehensive,neutral,man_woman,Chair,clipping,board chair,4,MF,41,
113,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,2,MF,42,
31,Comprehensive,,,example1,,,5,,2,
31,Comprehensive,neutral,suffix,Usher,male_adoption,usher,5,FM,4,
31,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,1,FM,5,
31,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,6,FM,6,
31,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,5,FM,7,
31,Comprehensive,male,man_woman,Chair,clipping,chairman,4,FM,8,
31,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,3,FM,9,
31,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,1,FM,10,
31,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,7,FM,11,
31,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,1,FM,12,
31,Comprehensive,male,suffix,Hunter,male_adoption,hunter,4,FM,13,
31,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,FM,14,
31,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,FM,15,
31,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,7,FM,16,
31,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,FM,17,
31,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,18,
31,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,6,FM,19,
31,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,FM,20,
31,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,6,FM,21,
31,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,6,FM,22,
31,Comprehensive,female,suffix,Host,male_adoption,hostess,2,FM,23,
31,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,6,FM,24,
31,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,FM,25,
31,Comprehensive,female,suffix,Heir,male_adoption,heiress,1,FM,26,
31,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,FM,27,
31,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,1,FM,28,
31,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,1,FM,29,
31,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,1,FM,30,
31,Comprehensive,male,suffix,Villain,male_adoption,villain,4,FM,31,
31,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,FM,32,
31,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,5,FM,33,
31,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,1,FM,34,
31,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,5,FM,35,
31,Comprehensive,neutral,man_woman,God,male_adoption,god,4,FM,36,
31,Comprehensive,male,man_woman,Layperson,person_compound,layman,6,FM,37,
31,Comprehensive,female,man_woman,Garbage_Collector,neutral_compound,garbagewoman,1,FM,38,
31,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,1,FM,39,
31,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,FM,40,
31,Comprehensive,female,suffix,Actor,male_adoption,actress,1,FM,41,
31,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,1,FM,42,
51,Comprehensive,,,example1,,,6,,2,
51,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,6,FM,4,
51,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,1,FM,5,
51,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,6,FM,6,
51,Comprehensive,male,suffix,Hunter,male_adoption,hunter,6,FM,7,
51,Comprehensive,neutral,suffix,Host,male_adoption,host,4,FM,8,
51,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,FM,9,
51,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,5,FM,10,
51,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,4,FM,11,
51,Comprehensive,female,suffix,Hero,male_adoption,heroine,1,FM,12,
51,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,4,FM,13,
51,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,1,FM,14,
51,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,1,FM,15,
51,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,1,FM,16,
51,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,FM,17,
51,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,1,FM,18,
51,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,19,
51,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,6,FM,20,
51,Comprehensive,male,suffix,Villain,male_adoption,villain,5,FM,21,
51,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,1,FM,22,
51,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,FM,23,
51,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,5,FM,24,
51,Comprehensive,male,man_woman,Chair,clipping,chairman,7,FM,25,
51,Comprehensive,male,suffix,Actor,male_adoption,actor,4,FM,26,
51,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,7,FM,27,
51,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,FM,28,
51,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,5,FM,29,
51,Comprehensive,male,man_woman,Camera,neutral_compound,cameraman,6,FM,30,
51,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,31,
51,Comprehensive,female,suffix,Emperor,male_adoption,empress,1,FM,32,
51,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,1,FM,33,
51,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,7,FM,34,
51,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,1,FM,35,
51,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,7,FM,36,
51,Comprehensive,male,man_woman,God,male_adoption,god,4,FM,37,
51,Comprehensive,male,suffix,Heir,male_adoption,heir,6,FM,38,
51,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,39,
51,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,6,FM,40,
51,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,1,FM,41,
51,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,7,FM,42,
86,Comprehensive,,,example1,,,5,,2,
86,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,6,FM,4,
86,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,5,
86,Comprehensive,neutral,suffix,Villain,male_adoption,villain,6,FM,6,
86,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,7,FM,7,
86,Comprehensive,male,man_woman,God,male_adoption,god,4,FM,8,
86,Comprehensive,female,suffix,Host,male_adoption,hostess,3,FM,9,
86,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,2,FM,10,
86,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,7,FM,11,
86,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,12,
86,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,5,FM,13,
86,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,7,FM,14,
86,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,6,FM,15,
86,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,5,FM,16,
86,Comprehensive,male,man_woman,Camera,neutral_compound,cameraman,7,FM,17,
86,Comprehensive,female,man_woman,Chair,clipping,chairwoman,1,FM,18,
86,Comprehensive,male,man_woman,Layperson,person_compound,layman,7,FM,19,
86,Comprehensive,male,suffix,Hero,male_adoption,hero,6,FM,20,
86,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,5,FM,21,
86,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,2,FM,22,
86,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,6,FM,23,
86,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,FM,24,
86,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,5,FM,25,
86,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,6,FM,26,
86,Comprehensive,female,suffix,Emperor,male_adoption,empress,3,FM,27,
86,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,2,FM,28,
86,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,1,FM,29,
86,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,7,FM,30,
86,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,1,FM,31,
86,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,FM,32,
86,Comprehensive,female,suffix,Usher,male_adoption,usherette,4,FM,33,
86,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,6,FM,34,
86,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,7,FM,35,
86,Comprehensive,female,man_woman,Garbage_Collector,neutral_compound,garbagewoman,1,FM,36,
86,Comprehensive,male,man_woman,Anchor,clipping,anchorman,7,FM,37,
86,Comprehensive,female,suffix,Actor,male_adoption,actress,1,FM,38,
86,Comprehensive,neutral,boy_girl,Paper_carrier,neutral_compound,paper carrier,6,FM,39,
86,Comprehensive,female,suffix,Hunter,male_adoption,huntress,5,FM,40,
86,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,2,FM,41,
86,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,7,FM,42,
83,Comprehensive,,,example1,,,7,,2,
83,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,5,FM,4,
83,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,6,FM,5,
83,Comprehensive,male,suffix,Villain,male_adoption,villain,6,FM,6,
83,Comprehensive,female,suffix,Heir,male_adoption,heiress,2,FM,7,
83,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,1,FM,8,
83,Comprehensive,female,suffix,Actor,male_adoption,actress,1,FM,9,
83,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,10,
