workerid,proliferate.condition,gender,gendered_morph,id,neutral_morh,orthog,response,scale,slide_number_in_experiment,error
58,Comprehensive,male,suffix,Usher,male_adoption,usher,3,MF,24,
58,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,7,MF,25,
58,Comprehensive,male,suffix,Heir,male_adoption,heir,3,MF,26,
58,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,2,MF,27,
58,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,4,MF,28,
58,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,29,
58,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,2,MF,30,
58,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,1,MF,31,
58,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,6,MF,32,
58,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,MF,33,
58,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,7,MF,34,
58,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,35,
58,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,36,
58,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,37,
58,Comprehensive,female,man_woman,God,male_adoption,goddess,7,MF,38,
58,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,7,MF,39,
58,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,1,MF,40,
58,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,MF,41,
58,Comprehensive,neutral,suffix,Villain,male_adoption,villain,4,MF,42,
40,Comprehensive,,,example1,,,4,,2,
40,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,2,MF,4,
40,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,7,MF,5,
40,Comprehensive,male,suffix,Hunter,male_adoption,hunter,2,MF,6,
40,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,3,MF,7,
40,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,8,
40,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,MF,9,
40,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,10,
40,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,11,
40,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,4,MF,12,
40,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,13,
40,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,14,
40,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,7,MF,15,
40,Comprehensive,female,suffix,Villain,male_adoption,villainess,7,MF,16,
40,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,1,MF,17,
40,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,7,MF,18,
40,Comprehensive,female,suffix,Usher,male_adoption,usherette,7,MF,19,
40,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,20,
40,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,4,MF,21,
40,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,22,
40,Comprehensive,male,suffix,Emperor,male_adoption,emperor,1,MF,23,
40,Comprehensive,male,man_woman,God,male_adoption,god,4,MF,24,
40,Comprehensive,neutral,suffix,Actor,male_adoption,actor,3,MF,25,
40,Comprehensive,male,man_woman,Layperson,person_compound,layman,1,MF,26,
40,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,7,MF,27,
40,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,MF,28,
40,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,3,MF,29,
40,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,7,MF,30,
40,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,31,
40,Comprehensive,neutral,suffix,Heir,male_adoption,heir,1,MF,32,
40,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,MF,33,
40,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,34,
40,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,1,MF,35,
40,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,1,MF,36,
40,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,37,
40,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,MF,38,
40,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,4,MF,39,
40,Comprehensive,male,man_woman,Fisher,clipping,fisherman,4,MF,40,
40,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,4,MF,41,
40,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,4,MF,42,
20,Comprehensive,,,example1,,,6,,2,
20,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,1,FM,4,
20,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,6,FM,5,
20,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,6,FM,6,
20,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,1,FM,7,
20,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,6,FM,8,
20,Comprehensive,male,man_woman,Fisher,clipping,fisherman,5,FM,9,
20,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,FM,10,
20,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,2,FM,11,
20,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,FM,12,
20,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,5,FM,13,
20,Comprehensive,female,man_woman,Garbage_Collector,neutral_compound,garbagewoman,2,FM,14,
20,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,2,FM,15,
20,Comprehensive,neutral,man_woman,God,male_adoption,god,5,FM,16,
20,Comprehensive,male,man_woman,Chair,clipping,chairman,4,FM,17,
20,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,3,FM,18,
20,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,2,FM,19,
20,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,2,FM,20,
20,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,6,FM,21,
20,Comprehensive,male,man_woman,Anchor,clipping,anchorman,6,FM,22,
20,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,FM,23,
20,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,5,FM,24,
20,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,2,FM,25,
20,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,3,FM,26,
20,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,5,FM,27,
20,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,FM,28,
20,Comprehensive,male,suffix,Hero,male_adoption,hero,4,FM,29,
20,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,6,FM,30,
20,Comprehensive,neutral,suffix,Host,male_adoption,host,4,FM,31,
20,Comprehensive,neutral,suffix,Actor,male_adoption,actor,4,FM,32,
20,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,5,FM,33,
20,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,FM,34,
20,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,3,FM,35,
20,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,6,FM,36,
20,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,6,FM,37,
20,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,1,FM,38,
20,Comprehensive,female,suffix,Heir,male_adoption,heiress,1,FM,39,
20,Comprehensive,female,suffix,Villain,male_adoption,villainess,2,FM,40,
20,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,6,FM,41,
20,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,FM,42,
66,Comprehensive,,,example1,,,6,,2,
66,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,5,MF,4,
66,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,2,MF,5,
66,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,6,MF,6,
66,Comprehensive,neutral,suffix,Hero,male_adoption,hero,2,MF,7,
66,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,6,MF,8,
66,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,2,MF,9,
66,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,2,MF,10,
66,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,5,MF,11,
66,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,12,
66,Comprehensive,neutral,boy_girl,Paper_carrier,neutral_compound,paper carrier,3,MF,13,
66,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,6,MF,14,
66,Comprehensive,female,suffix,Villain,male_adoption,villainess,4,MF,15,
66,Comprehensive,male,suffix,Heir,male_adoption,heir,5,MF,16,
66,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,1,MF,17,
66,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,18,
66,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,6,MF,19,
66,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,20,
66,Comprehensive,neutral,suffix,Host,male_adoption,host,7,MF,21,
66,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,22,
66,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,23,
66,Comprehensive,neutral,suffix,Actor,male_adoption,actor,3,MF,24,
66,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,2,MF,25,
66,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,26,
66,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,7,MF,27,
66,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,7,MF,28,
66,Comprehensive,male,man_woman,God,male_adoption,god,4,MF,29,
66,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,1,MF,30,
66,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,1,MF,31,
66,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,1,MF,32,
66,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,1,MF,33,
66,Comprehensive,male,suffix,Emperor,male_adoption,emperor,2,MF,34,
66,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,2,MF,35,
66,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,1,MF,36,
66,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,1,MF,37,
66,Comprehensive,female,suffix,Usher,male_adoption,usherette,4,MF,38,
66,Comprehensive,male,man_woman,Fisher,clipping,fisherman,2,MF,39,
66,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,7,MF,40,
66,Comprehensive,neutral,man_woman,Chair,clipping,board chair,2,MF,41,
66,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,6,MF,42,
29,Comprehensive,,,example1,,,5,,2,
29,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,2,MF,4,
29,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,MF,5,
29,Comprehensive,male,suffix,Hero,male_adoption,hero,3,MF,6,
29,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,2,MF,7,
29,Comprehensive,male,suffix,Usher,male_adoption,usher,2,MF,8,
29,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,7,MF,9,
29,Comprehensive,female,suffix,Hunter,male_adoption,huntress,7,MF,10,
29,Comprehensive,male,man_woman,Chair,clipping,chairman,2,MF,11,
29,Comprehensive,male,suffix,Villain,male_adoption,villain,5,MF,12,
29,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,MF,13,
29,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,14,
29,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,1,MF,15,
29,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,1,MF,16,
29,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,MF,17,
29,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,1,MF,18,
29,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,7,MF,19,
29,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,20,
29,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,1,MF,21,
29,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,3,MF,22,
29,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,7,MF,23,
29,Comprehensive,male,man_woman,Camera,neutral_compound,cameraman,1,MF,24,
29,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,6,MF,25,
29,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,26,
29,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,2,MF,27,
29,Comprehensive,neutral,boy_girl,Paper_carrier,neutral_compound,paper carrier,3,MF,28,
29,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,3,MF,29,
29,Comprehensive,male,suffix,Actor,male_adoption,actor,3,MF,30,
29,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,31,
29,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,1,MF,32,
29,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,7,MF,33,
29,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,1,MF,34,
29,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,1,MF,35,
29,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,1,MF,36,
29,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,37,
29,Comprehensive,female,suffix,Heir,male_adoption,heiress,7,MF,38,
29,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,1,MF,39,
29,Comprehensive,female,man_woman,God,male_adoption,goddess,7,MF,40,
29,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,41,
29,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,3,MF,42,
14,Comprehensive,,,example1,,,5,,2,
14,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,4,
14,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,MF,5,
14,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,5,MF,6,
14,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,2,MF,7,
14,Comprehensive,female,suffix,Actor,male_adoption,actress,7,MF,8,
14,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,5,MF,9,
14,Comprehensive,female,suffix,Heir,male_adoption,heiress,7,MF,10,
14,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,11,
14,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,MF,12,
14,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,1,MF,13,
14,Comprehensive,male,man_woman,Layperson,person_compound,layman,4,MF,14,
14,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,2,MF,15,
14,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,5,MF,16,
14,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,17,
14,Comprehensive,male,man_woman,Fisher,clipping,fisherman,2,MF,18,
14,Comprehensive,female,man_woman,Garbage_Collector,neutral_compound,garbagewoman,7,MF,19,
14,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,3,MF,20,
14,Comprehensive,female,suffix,Emperor,male_adoption,empress,7,MF,21,
14,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,22,
14,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,23,
14,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,24,
14,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,2,MF,25,
14,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,4,MF,26,
14,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,3,MF,27,
14,Comprehensive,male,suffix,Host,male_adoption,host,3,MF,28,
14,Comprehensive,male,man_woman,God,male_adoption,god,1,MF,29,
14,Comprehensive,male,suffix,Hero,male_adoption,hero,3,MF,30,
14,Comprehensive,male,man_woman,Chair,clipping,chairman,3,MF,31,
14,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,2,MF,32,
14,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,33,
14,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,2,MF,34,
14,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,7,MF,35,
14,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,36,
14,Comprehensive,neutral,suffix,Villain,male_adoption,villain,2,MF,37,
14,Comprehensive,male,man_woman,Anchor,clipping,anchorman,2,MF,38,
14,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,2,MF,39,
14,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,40,
14,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,2,MF,41,
14,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,MF,42,
17,Comprehensive,,,example1,,,4,,2,
17,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,4,FM,4,
17,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,5,FM,5,
17,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,FM,6,
17,Comprehensive,male,man_woman,Chair,clipping,chairman,4,FM,7,
17,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,5,FM,8,
17,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,FM,9,
17,Comprehensive,male,suffix,Heir,male_adoption,heir,4,FM,10,
17,Comprehensive,male,suffix,Usher,male_adoption,usher,4,FM,11,
17,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,FM,12,
17,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,4,FM,13,
17,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,FM,14,
17,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,FM,15,
17,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,3,FM,16,
17,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,FM,17,
17,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,2,FM,18,
17,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,2,FM,19,
17,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,2,FM,20,
17,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,4,FM,21,
17,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,FM,22,
17,Comprehensive,male,man_woman,Camera,neutral_compound,cameraman,5,FM,23,
17,Comprehensive,neutral,suffix,Villain,male_adoption,villain,4,FM,24,
17,Comprehensive,male,man_woman,Fisher,clipping,fisherman,5,FM,25,
17,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,2,FM,26,
17,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,4,FM,27,
17,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,4,FM,28,
17,Comprehensive,female,suffix,Host,male_adoption,hostess,2,FM,29,
17,Comprehensive,female,suffix,Hunter,male_adoption,huntress,2,FM,30,
17,Comprehensive,female,man_woman,God,male_adoption,goddess,2,FM,31,
17,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,2,FM,32,
17,Comprehensive,female,suffix,Actor,male_adoption,actress,2,FM,33,
17,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,2,FM,34,
17,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,4,FM,35,
17,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,4,FM,36,
17,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,5,FM,37,
17,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,FM,38,
17,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,2,FM,39,
17,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,2,FM,40,
17,Comprehensive,male,suffix,Emperor,male_adoption,emperor,5,FM,41,
17,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,4,FM,42,
84,Comprehensive,,,example1,,,5,,2,
84,Comprehensive,male,suffix,Villain,male_adoption,villain,2,MF,4,
84,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,5,
84,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,6,
84,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,2,MF,7,
84,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,7,MF,8,
84,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,4,MF,9,
84,Comprehensive,neutral,man_woman,God,male_adoption,god,4,MF,10,
84,Comprehensive,female,man_woman,Garbage_Collector,neutral_compound,garbagewoman,7,MF,11,
84,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,12,
84,Comprehensive,male,man_woman,Chair,clipping,chairman,2,MF,13,
84,Comprehensive,neutral,suffix,Hero,male_adoption,hero,1,MF,14,
84,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,2,MF,15,
84,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,1,MF,16,
84,Comprehensive,male,suffix,Hunter,male_adoption,hunter,4,MF,17,
84,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,4,MF,18,
84,Comprehensive,male,suffix,Heir,male_adoption,heir,3,MF,19,
84,Comprehensive,male,suffix,Emperor,male_adoption,emperor,1,MF,20,
84,Comprehensive,neutral,suffix,Actor,male_adoption,actor,1,MF,21,
84,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,22,
84,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,23,
84,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,MF,24,
84,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,25,
84,Comprehensive,male,man_woman,Layperson,person_compound,layman,4,MF,26,
84,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,4,MF,27,
84,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,28,
84,Comprehensive,male,man_woman,Anchor,clipping,anchorman,2,MF,29,
84,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,1,MF,30,
84,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,31,
84,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,MF,32,
84,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,1,MF,33,
84,Comprehensive,female,suffix,Usher,male_adoption,usherette,7,MF,34,
84,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,7,MF,35,
84,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,36,
84,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,MF,37,
84,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,7,MF,38,
84,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,7,MF,39,
84,Comprehensive,male,suffix,Host,male_adoption,host,4,MF,40,
84,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,1,MF,41,
84,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,7,MF,42,
90,Comprehensive,,,example1,,,4,,2,
90,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,1,MF,4,
90,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,5,
90,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,4,MF,6,
90,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,3,MF,7,
90,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,1,MF,8,
90,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,9,
90,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,2,MF,10,
90,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,11,
90,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,3,MF,12,
90,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,1,MF,13,
90,Comprehensive,female,suffix,Villain,male_adoption,villainess,7,MF,14,
90,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,7,MF,15,
90,Comprehensive,male,suffix,Emperor,male_adoption,emperor,1,MF,16,
90,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,MF,17,
90,Comprehensive,male,man_woman,Layperson,person_compound,layman,4,MF,18,
90,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,19,
90,Comprehensive,male,man_woman,Chair,clipping,chairman,4,MF,20,
90,Comprehensive,neutral,man_woman,God,male_adoption,god,4,MF,21,
90,Comprehensive,male,suffix,Actor,male_adoption,actor,1,MF,22,
90,Comprehensive,female,suffix,Heir,male_adoption,heiress,7,MF,23,
90,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,24,
90,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,3,MF,25,
90,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,3,MF,26,
90,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,27,
90,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,4,MF,28,
90,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,1,MF,29,
90,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,7,MF,30,
90,Comprehensive,male,suffix,Usher,male_adoption,usher,3,MF,31,
90,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,MF,32,
90,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,5,MF,33,
90,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,34,
90,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,4,MF,35,
90,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,3,MF,36,
90,Comprehensive,female,suffix,Hero,male_adoption,heroine,7,MF,37,
90,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,38,
90,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,39,
90,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,1,MF,40,
90,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,7,MF,41,
90,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,4,MF,42,
109,Comprehensive,,,example1,,,6,,2,
109,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,4,
109,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,7,MF,5,
109,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,2,MF,6,
109,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,5,MF,7,
109,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,3,MF,8,
